"Director"	"Year"	"AvgAS"	"AvgCS"
"Brian Cook"	2007	60.6289129197496	61.4473534433694
"Brian Crano"	2012	60.63196814562	61.4453924914676
"Brian Dannelly"	2004	60.6418419556566	61.4445707788516
"Brian Dannelly"	2013	60.6375	61.425
"Brian DeCubellis"	2016	60.633730834753	61.4088586030664
"Brian DePalma"	1973	60.6401816118048	61.4199772985244
"Brian DePalma"	1974	60.6534316505956	61.436755530346
"Brian DePalma"	1976	60.6611898016997	61.4628895184136
"Brian DePalma"	1978	60.6545866364666	61.4733861834655
"Brian DePalma"	1980	60.6621392190153	61.4861346915676
"Brian DePalma"	1983	60.6804298642534	61.4977375565611
"Brian DePalma"	1984	60.6823063877897	61.5065008479367
"Brian DePalma"	1986	60.671186440678	61.4892655367232
"Brian DePalma"	1987	60.6871823828346	61.5002823263693
"Brian DePalma"	1989	60.6952595936795	61.5129796839729
"Brian DePalma"	1992	60.6835871404399	61.5109983079526
"Brian DePalma"	1993	60.7006764374295	61.521420518602
"Brian DePalma"	1996	60.7064788732394	61.5216901408451
"Brian DePalma"	1998	60.6920045045045	61.5095720720721
"Brian DePalma"	2000	60.6747326955543	61.4890264490715
"Brian DePalma"	2002	60.6681664791901	61.4814398200225
"Brian DePalma"	2006	60.6492411467116	61.4648679033165
"Brian DePalma"	2007	60.6404494382022	61.4556179775281
"Brian DePalma"	2013	60.6204379562044	61.4396406513195
"Brian Falk"	2015	60.6139169472503	61.4444444444444
"Brian Fee"	2017	60.6191811553561	61.4475602916433
"Brian G. Hutton"	1969	60.6350896860987	61.4635650224215
"Brian G. Hutton"	1970	60.6504201680672	61.4739495798319
"Brian G. Hutton"	1980	60.6332586786114	61.474804031355
"Brian Gibson"	1993	60.6485730274203	61.494124230554
"Brian Gibson"	1996	60.6319910514541	61.4681208053691
"Brian Gilbert"	1988	60.6210173281163	61.4577976523197
"Brian Gilbert"	1991	60.6268156424581	61.4497206703911
"Brian Gilbert"	1998	60.6331658291457	61.4550530429927
"Brian Goodman"	2008	60.625	61.45703125
"Brian Goodman"	2017	60.6157278304518	61.4472950362521
"Brian Hecker"	2009	60.613154960981	61.4526198439242
"Brian Helgeland"	1999	60.6178272980501	61.4484679665738
"Brian Helgeland"	2003	60.6052338530067	61.4187082405345
"Brian Helgeland"	2015	60.6043405676127	61.4184752365053
"Brian Henson"	1992	60.6179087875417	61.4249165739711
"Brian Henson"	1996	60.6264591439689	61.4296831573096
"Brian Herzlinger"	2004	60.6244444444444	61.435
"Brian Herzlinger"	2013	60.6279844530816	61.4008883953359
"Brian J. Smith"	2000	60.6193118756937	61.38512763596
"Brian James O'Connell"	2015	60.61231281198	61.3849140321686
"Brian Jun"	2007	60.6080931263858	61.3968957871397
"Brian Klugman"	2012	60.6016620498615	61.3761772853186
"Brian Knappenberger"	2014	60.6184939091916	61.3936877076412
"Brian Koppelman"	2002	60.6131710016602	61.371333702269
"Brian Koppelman"	2010	60.6067477876106	61.3816371681416
"Brian Levant"	1992	60.5925925925926	61.3648424543947
"Brian Levant"	1994	60.5737161789067	61.3313086692435
"Brian Levant"	1997	60.5612582781457	61.3062913907285
"Brian Levant"	2000	60.5388858246001	61.2862658576944
"Brian Levant"	2002	60.5270121278942	61.2657111356119
"Brian Levant"	2005	60.5184573002755	61.2380165289256
"Brian Levant"	2010	60.5071585903084	61.2109030837004
"Brian Lilla"	2012	60.494771601541	61.2047330764997
"Brian Malone"	2012	60.5038503850385	61.1947194719472
"Brian McGinn"	2011	60.5090709180869	61.197910940077
"Brian Netto"	2014	60.4923076923077	61.2010989010989
"Brian Oakes"	2016	60.499176276771	61.2174629324547
"Brian Percival"	2013	60.5060373216246	61.2091108671789
"Brian Perkins"	2016	60.5112452002194	61.23038946791
"Brian Peter Falk"	2015	60.5049342105263	61.2351973684211
"Brian Pimental"	2006	60.5046575342466	61.2290410958904
"Brian Robbins"	1997	60.5060240963855	61.2130339539978
"Brian Robbins"	1999	60.5145046524357	61.2014230979748
"Brian Robbins"	2000	60.5098468271335	61.1805251641138
"Brian Robbins"	2001	60.5150355385457	61.1683980317113
"Brian Robbins"	2004	60.5054644808743	61.144262295082
"Brian Robbins"	2006	60.4937192790825	61.1250682687056
"Brian Robbins"	2007	60.4896288209607	61.096615720524
"Brian Robbins"	2008	60.4757228587016	61.0741953082379
"Brian Robbins"	2012	60.4683751363141	61.0408942202835
"Brian Savelson"	2012	60.4550408719346	61.0348773841962
"Brian Skiba"	2013	60.4411764705882	61.016339869281
"Brian Smith"	2000	60.4327708219924	61.0010887316277
"Brian Smith"	2002	60.4221980413493	61.0043525571273
"Brian Smith"	2005	60.4100054377379	60.9891245241979
"Brian Smrz"	2017	60.3967391304348	60.9777173913043
"Brian Stewart"	2011	60.3758826724606	60.958174904943
"Brian Taylor"	2006	60.3816503800217	60.9581976112921
"Brian Taylor"	2009	60.3638828633406	60.9408893709328
"Brian Taylor"	2012	60.3485094850949	60.9170731707317
"Brian Taylor"	2018	60.3374864572048	60.9236186348862
"Brian Trenchard-Smith"	1983	60.3345966432052	60.9269085002707
"Brian Trenchard-Smith"	1995	60.3198051948052	60.8939393939394
"Brian Trenchard-Smith"	1997	60.2985397512169	60.8610059491617
"Brian Trenchard-Smith"	2000	60.2827027027027	60.8459459459459
"Brian Trenchard-Smith"	2014	60.2566180443004	60.817396002161
"Brian W. Cook"	2007	60.2467602591793	60.8110151187905
"Brian Weidling"	2012	60.2563410685375	60.810577441986
"Brian Wilson"	2014	60.2675296655879	60.8182308522114
"Brian Yuzna"	1989	60.2625336927224	60.8123989218329
"Brian Yuzna"	1993	60.2516163793103	60.8033405172414
"Brian Yuzna"	1996	60.2347872913301	60.7705977382876
"Brian Yuzna"	1998	60.2147470398278	60.737890204521
"Brian Yuzna"	2003	60.203335126412	60.7294244217321
"Brigitte Berman"	2010	60.208064516129	60.7290322580645
"Brigitte Roüan"	1997	60.2079527135948	60.7383127350887
"Brillante Mendoza"	2008	60.203007518797	60.749731471536
"Britt Allcroft"	2000	60.1916264090177	60.727321524423
"Bronwen Hughes"	1996	60.1861587982833	60.7204935622318
"Bronwen Hughes"	1999	60.172654155496	60.7120643431635
"Brooke Goldfinch"	2014	60.1516613076099	60.6822079314041
"Brooks Branch"	2010	60.1322978039636	60.6523835029459
"Brothers Strause"	2007	60.1161670235546	60.6258029978587
"Bruce A. Evans"	1992	60.1091492776886	60.6088817549492
"Bruce A. Evans"	2007	60.1176470588235	60.6053475935829
"Bruce Beresford"	1980	60.1341528594335	60.6264029930518
"Bruce Beresford"	1983	60.1458333333333	60.6394230769231
"Bruce Beresford"	1985	60.13561131874	60.6113187399893
"Bruce Beresford"	1986	60.1387406616862	60.6221985058698
"Bruce Beresford"	1988	60.1317333333333	60.6165333333333
"Bruce Beresford"	1989	60.1342567927544	60.6030900372936
"Bruce Beresford"	1991	60.1420968600319	60.6311868014902
"Bruce Beresford"	1994	60.1132376395534	60.5847953216374
"Bruce Beresford"	1996	60.1078639744952	60.5696068012752
"Bruce Beresford"	1997	60.11736590547	60.5629314922995
"Bruce Beresford"	1999	60.1178343949045	60.5440552016985
"Bruce Beresford"	2001	60.1071618037135	60.5177718832891
"Bruce Beresford"	2002	60.1166489925769	60.5196182396607
"Bruce Beresford"	2006	60.0985691573927	60.4875463698993
"Bruce Beresford"	2010	60.1075211864407	60.4846398305085
"Bruce Beresford"	2012	60.0963472736898	60.4674430915829
"Bruce Beresford"	2016	60.1063492063492	60.4455026455026
"Bruce Bilson"	1979	60.1168693812797	60.4531993654151
"Bruce Brown"	1966	60.1331923890063	60.4741014799154
"Bruce Campbell"	2007	60.1267828843106	60.4632857897517
"Bruce D. Clark"	1981	60.110348468849	60.4487856388596
"Bruce Dellis"	2014	60.1076517150396	60.423746701847
"Bruce Hendricks"	2006	60.1170886075949	60.4298523206751
"Bruce Hendricks"	2008	60.1212440695836	60.4359515023722
"Bruce Hendricks"	2009	60.1296101159115	60.4167544783983
"Bruce Hunt"	2005	60.1126908899421	60.3907319641917
"Bruce Joel Rubin"	1993	60.12	60.3821052631579
"Bruce Labruce"	2015	60.1094160967912	60.374539715939
"Bruce Lee"	1974	60.1230283911672	60.3953732912723
"Bruce Malmuth"	1981	60.1203363110878	60.4014713610089
"Bruce Malmuth"	1990	60.1134453781513	60.3870798319328
"Bruce McCulloch"	1998	60.0965879265092	60.3742782152231
"Bruce McCulloch"	1999	60.0960125918153	60.3593913955929
"Bruce McCulloch"	2002	60.0849501835343	60.3324593602517
"Bruce McDonald"	1994	60.1006289308176	60.3370020964361
"Bruce McDonald"	2009	60.1047668936616	60.3493975903614
"Bruce McDonald"	2011	60.1068062827225	60.3596858638743
"Bruce McDonald"	2012	60.1187859759288	60.3516483516484
"Bruce McDonald"	2015	60.0957112970711	60.3336820083682
"Bruce Neibaur"	2002	60.0967067433351	60.343962362781
"Bruce Paltrow"	2000	60.0903866248694	60.3228840125392
"Bruce Robinson"	1987	60.1080939947781	60.3404699738903
"Bruce Robinson"	1992	60.0955114822547	60.3293319415449
"Bruce Schooley"	2016	60.1058946270214	60.2999478351591
"Bruce Sinofsky"	1992	60.1204379562044	60.3206465067779
"Bruce Sinofsky"	1996	60.137571651902	60.3413236060448
"Bruce Sinofsky"	2000	60.15	60.3572916666667
"Bruce Sinofsky"	2004	60.1618948464342	60.3722019781364
"Bruce Thierry Cheung"	2014	60.1415192507804	60.3433922996878
"Bruce Timm"	2007	60.1398855954238	60.3416536661466
"Bruce W. Smith"	1992	60.1470893970894	60.3232848232848
"Bruce W. Timm"	1993	60.1615584415584	60.3345454545455
"Bruce W. Timm"	2007	60.1599169262721	60.3328141225337
"Bruce Wagner"	1999	60.145822522055	60.322262584328
"Bruce Weber"	1989	60.1602697095436	60.3407676348548
"Bruno Barreto"	1996	60.1503369621566	60.3426645930534
"Bruno Barreto"	2003	60.1362694300518	60.3186528497409
"Bruno Barreto"	2013	60.1403417918177	60.3215950284827
"Bruno Dumont"	2004	60.129917184265	60.3115942028985
"Bruno Dumont"	2013	60.1231246766684	60.3217796171754
"Bruno Forzani"	2013	60.1039296794209	60.3086866597725
"Bruno Forzani"	2014	60.0945736434109	60.3012919896641
"Bruno Nuytten"	1988	60.1089876033058	60.3217975206612
"Bruno Podalydès"	2007	60.1213216313887	60.3355704697987
"Bruno Romy"	2005	60.12435500516	60.3400412796698
"Bruno Romy"	2012	60.1227436823105	60.3553378029912
"Bruno Samper"	2014	60.1113402061856	60.3639175257732
"Bryan Barber"	2006	60.1138588356517	60.3570324574961
"Bryan Baugh"	2010	60.1251287332647	60.3444902162719
"Bryan Bertino"	2008	60.1183736489964	60.3365928975811
"Bryan Bertino"	2016	60.108024691358	60.34670781893
"Bryan Buckley"	2016	60.0997429305913	60.3341902313625
"Bryan Fogel"	2013	60.0817060637205	60.3083247687564
"Bryan Fogel"	2017	60.0991268618387	60.3251155624037
"Bryan Forbes"	1969	60.0939425051335	60.3044147843943
"Bryan Goluboff"	2011	60.0877373011801	60.2960492560287
"Bryan Gordon"	1991	60.0753846153846	60.2846153846154
"Bryan Gunnar Cole"	2007	60.0676576114813	60.2660174269605
"Bryan Johnson"	2002	60.0578893442623	60.2469262295082
"Bryan Poyser"	2004	60.0655401945724	60.2672811059908
"Bryan Ramirez"	2013	60.0649948822927	60.2364380757421
"Bryan Singer"	1993	60.0485933503836	60.2312020460358
"Bryan Singer"	1998	60.0465235173824	60.2275051124744
"Bryan Singer"	2000	60.0582524271845	60.2381195707716
"Bryan Singer"	2003	60.0709908069459	60.2507660878447
"Bryan Singer"	2006	60.0714650331802	60.2582950484941
"Bryan Singer"	2008	60.0739795918367	60.2591836734694
"Bryan Singer"	2013	60.0713921468638	60.2549719530852
"Bryan Singer"	2014	60.0871559633027	60.2701325178389
"Bryan Singer"	2016	60.0901681100357	60.2638818135507
"Bryan Spicer"	1997	60.070737913486	60.2117048346056
"Bryan Woods"	2015	60.0462868769074	60.1897253306205
"Buck Henry"	1978	60.0503304524657	60.2043721403152
"Buck Henry"	1980	60.0233739837398	60.182418699187
"Bud Boetticher"	1960	60.0350431691214	60.1879126460132
"Bud Friedgen"	1994	60.0451776649746	60.2081218274112
"Bud Greenspan"	1999	60.0421106037544	60.2029426686961
"Bud S. Smith"	1988	60.026369168357	60.1724137931034
"Bud Smith"	1988	60.0106436898125	60.1419158641662
"Bud Yorkin"	1963	60.0121580547112	60.1534954407295
"Bud Yorkin"	1967	60.0096202531646	60.1736708860759
"Bud Yorkin"	1970	60.0182186234818	60.1852226720648
"Bud Yorkin"	1985	60.0192210419828	60.1967627718766
"Bud Yorkin"	1988	60.0045500505561	60.1729019211325
"Budd Boetticher"	1956	60.0156644770086	60.1930267812026
"Budd Boetticher"	1957	60.0267676767677	60.2131313131313
"Budd Boetticher"	1959	60.0333165068147	60.2246340232206
"Budd Boetticher"	1960	60.0449041372351	60.2300706357215
"Buddy Giovinazzo"	1986	60.0474029248613	60.219868885527
"Buddy Giovinazzo"	2009	60.0438508064516	60.2147177419355
"Buddy Giovinazzo"	2012	60.031234256927	60.2060453400504
"Buddy Van Horn"	1980	60.0236656596173	60.1858006042296
"Buddy Van Horn"	1988	60.0156014091595	60.1831907398088
"Buddy Van Horn"	1989	59.9979879275654	60.1634808853119
"Burny Mattinson"	1983	60.0130718954248	60.1835093011564
"Burny Mattinson"	1986	60.0226130653266	60.1939698492462
"Burr Steers"	2002	60.0326469111	60.2014063284781
"Burr Steers"	2009	60.0361445783133	60.199297188755
"Burr Steers"	2010	60.0361264425489	60.1826392373307
"Burr Steers"	2016	60.0280842527583	60.1740220661986
"Burt Kennedy"	1966	60.0165413533835	60.1503759398496
"Burt Kennedy"	1967	60.0255511022044	60.1618236472946
"Burt Kennedy"	1969	60.0365548322484	60.1662493740611
"Burt Kennedy"	1971	60.036036036036	60.1696696696697
"Burt Kennedy"	1973	60.0350175087544	60.1495747873937
"Burt Kennedy"	1991	60.021	60.128
"Burt Reynolds"	1976	60.0129935032484	60.0979510244878
"Burt Reynolds"	1985	60.0014985014985	60.0824175824176
"Busby Berkeley"	1939	60.0074887668497	60.1023464802796
"Busby Berkeley"	1942	60.0189620758483	60.122255489022
"Busby Berkeley"	1949	60.0249376558603	60.1386533665835
"Buster Keaton"	1923	60.0398803589232	60.1565304087737
"Buster Keaton"	1924	60.0717131474104	60.1932270916335
"Buster Keaton"	1927	60.0876057740169	60.2095569935291
"Buzz Kulik"	1970	60.0985074626866	60.2253731343284
"Byambasuren Davaa"	2005	60.1118846345102	60.2391844853307
"Byeong-Ki Ahn"	2002	60.1123260437376	60.2405566600398
"Byron Haskin"	1950	60.1157476403378	60.2603079980129
"Byron Haskin"	1953	60.1211519364449	60.272591857001
"Byron Haskin"	1954	60.1220843672457	60.2853598014888
"Byron Haskin"	1955	60.1066468253968	60.2852182539683
"Byron Haskin"	1964	60.1070897372335	60.3019335647001
"Byron Howard"	2008	60.113478691774	60.3161546085233
"Byron Howard"	2016	60.1292719167905	60.3348192174344
"C. Courtney Joyner"	1994	60.1059405940594	60.3148514851485
"C. Jay Cox"	2004	60.115289460663	60.3072736269174
"C. Jay Cox"	2008	60.1073194856578	60.2917903066271
"C. Karim Chrobog"	2008	60.1166584280771	60.2867029164607
"C.B. Harding"	2003	60.1254940711462	60.302371541502
"C.B. Harding"	2007	60.1140740740741	60.2745679012346
"C.J. Prouty"	2007	60.1135241855874	60.2941757156959
"C.M. Talkington"	1994	60.1184015786877	60.3053774050321
"C.R. Baxley"	1988	60.1045364891519	60.2800788954635
"Cédric Jimenez"	2015	60.1094135041893	60.2878265155249
"Cédric Kahn"	2004	60.1118226600985	60.2990147783251
"Cédric Klapisch"	2006	60.1201378631216	60.3047759724274
"Cédric Klapisch"	2008	60.123031496063	60.3080708661417
"Cédric Klapisch"	2011	60.1101819970487	60.2990654205607
"Céline Sciamma"	2011	60.1209439528024	60.3171091445428
"Céline Sciamma"	2015	60.1335952848723	60.3521611001965
"César Charlone"	2007	60.1428571428571	60.365733922435
"Cal Brunker"	2013	60.139842983317	60.3523061825319
"Cal Brunker"	2017	60.1319274153997	60.3290828837666
"Caleb Deschanel"	1988	60.1240196078431	60.3323529411765
"Callie Khouri"	2002	60.1264086232239	60.3243508084272
"Callie Khouri"	2008	60.1204701273262	60.305582761998
"Calvin Reeder"	2013	60.1076847772883	60.2956436612824
"Cameron Cairnes"	2013	60.1012720156556	60.3067514677104
"Cameron Crowe"	1989	60.1134474327628	60.3251833740831
"Cameron Crowe"	1996	60.1226783968719	60.336265884653
"Cameron Crowe"	2000	60.1382510991695	60.3502686858818
"Cameron Crowe"	2001	60.14404296875	60.3408203125
"Cameron Crowe"	2005	60.1469009272816	60.3255246461689
"Cameron Crowe"	2011	60.1662603607996	60.3315455875183
"Cameron Crowe"	2015	60.1505847953216	60.3114035087719
"Cameron Labine"	2016	60.1417437895762	60.3209936678032
"Camilla Hall"	2017	60.149464459591	60.3188899707887
"Camille Delamarre"	2014	60.1430656934307	60.3021897810219
"Camille Delamarre"	2015	60.1284046692607	60.2806420233463
"Campbell Scott"	1996	60.1400097228974	60.2980068060282
"Campbell Scott"	2001	60.1273080660836	60.2891156462585
"Campbell Scott"	2003	60.138902379796	60.2938319572608
"Can Evrenol"	2016	60.1315533980583	60.3014563106796
"Candida Brady"	2012	60.1407083939835	60.3144104803493
"Caradog W. James"	2014	60.1338506304559	60.3220174587779
"Caradog W. James"	2017	60.1158507028599	60.3053805138148
"Carey Scott"	2015	60.1143410852713	60.281007751938
"Carl Colby"	2011	60.1157384987893	60.29200968523
"Carl Deal"	2008	60.1282671829622	60.3092933204259
"Carl Deal"	2014	60.125786163522	60.3062409288824
"Carl Erik Rinsch"	2013	60.1199226305609	60.284332688588
"Carl Franklin"	1992	60.1271145480909	60.3025616239729
"Carl Franklin"	1995	60.1314009661836	60.3159420289855
"Carl Franklin"	1998	60.1366489618542	60.3297923708353
"Carl Franklin"	2002	60.1317567567568	60.3156370656371
"Carl Franklin"	2003	60.1307284129281	60.3178967679691
"Carl Franklin"	2013	60.1369334619094	60.3230472516876
"Carl Gottlieb"	1981	60.1339759036145	60.3055421686747
"Carl Reiner"	1977	60.133429672447	60.3111753371869
"Carl Reiner"	1979	60.1454020221473	60.3225806451613
"Carl Reiner"	1982	60.1511068334937	60.3306063522618
"Carl Reiner"	1983	60.1529581529582	60.3381433381433
"Carl Reiner"	1984	60.15625	60.3528846153846
"Carl Reiner"	1985	60.1518500720807	60.3301297453147
"Carl Reiner"	1989	60.1469740634006	60.3203650336215
"Carl Reiner"	1993	60.1373019683149	60.3005280844935
"Carl Reiner"	1997	60.137236084453	60.292226487524
"Carl Schenkel"	1989	60.1309352517986	60.30551558753
"Carl Schenkel"	1998	60.1126558005753	60.2794822627037
"Carl Schultz"	1988	60.107810253953	60.2597029228558
"Carl Seaton"	2001	60.117337164751	60.2691570881226
"Carl Theodor Dreyer"	1932	60.1278123504069	60.2881761608425
"Carl Tibbetts"	2011	60.1181818181818	60.2942583732057
"Carles Torrens"	2012	60.0999521759923	60.2735533237685
"Carlo Carlei"	1995	60.104206500956	60.2576481835564
"Carlo Carlei"	2013	60.0974677496417	60.2398471094123
"Carlos Agullo"	2014	60.1079274116523	60.2459407831901
"Carlos Brooks"	2008	60.1050119331742	60.2458233890215
"Carlos Carrera"	2002	60.111641221374	60.2461832061069
"Carlos Cuarón"	2009	60.117254528122	60.2583412774071
"Carlos Reygadas"	2007	60.1219628394474	60.269175797999
"Carlos Reygadas"	2013	60.1166666666667	60.267619047619
"Carlos Saldanha"	2005	60.1132793907663	60.2689195621133
"Carlos Saldanha"	2006	60.1184586108468	60.267364414843
"Carlos Saldanha"	2009	60.1193533048027	60.2605801236329
"Carlos Saldanha"	2011	60.1245247148289	60.2661596958175
"Carlos Saldanha"	2014	60.1235154394299	60.2593824228029
"Carlos Saldanha"	2017	60.1182336182336	60.2644824311491
"Carlos Sandoval"	2004	60.124822021832	60.2733744660655
"Carlos Saura"	1976	60.1413662239089	60.292220113852
"Carlos Saura"	1998	60.1536273115221	60.2954006638217
"Carlos Saura"	2009	60.163981042654	60.3123222748815
"Carlos Saura"	2014	60.1771672193273	60.3112269066793
"Carlos Sorín"	2005	60.188446969697	60.3243371212121
"Carol Morley"	2012	60.190724088973	60.3303360151443
"Carol Reed"	1947	60.2034058656575	60.3491012298959
"Carol Reed"	1949	60.2320415879017	60.3861058601134
"Carol Reed"	1956	60.2333490788852	60.3859234766179
"Carol Reed"	1959	60.2417374881964	60.3984891406988
"Carol Reed"	1965	60.2505899008966	60.410571024068
"Carol Reed"	1968	60.2603773584906	60.4202830188679
"Caroline Bottaro"	2011	60.2659123055163	60.4247996228194
"Caroline Suh"	2008	60.2653157398681	60.4363807728558
"Caroline Thompson"	1994	60.2722562411682	60.4455958549223
"Caroline Thompson"	1997	60.258945386064	60.4289077212806
"Caroline Zelder"	2008	60.2517647058824	60.4098823529412
"Carrie Preston"	2012	60.2380056444026	60.3852304797742
"Carroll Ballard"	1979	60.2487070992008	60.3986835919135
"Carroll Ballard"	1983	60.2598684210526	60.4172932330827
"Carroll Ballard"	1992	60.2700798496947	60.4147487083138
"Carroll Ballard"	1996	60.2741784037559	60.4272300469484
"Carter Smith"	2008	60.2599718442046	60.4213984045049
"Carter Smith"	2014	60.2523452157599	60.421200750469
"Cary Bell"	2015	60.267229254571	60.4397562119081
"Cary Joji Fukunaga"	2009	60.2802249297095	60.4526710402999
"Cary Murnion"	2015	60.2693208430913	60.4444964871194
"Cary Murnion"	2017	60.2556179775281	60.436797752809
"Caryn Waechter"	2015	60.2578380907815	60.4459522695367
"Casey Affleck"	2010	60.2474275023386	60.4424695977549
"Casey La Scala"	2003	60.2561944834035	60.4179523141655
"Casey La Scala"	2014	60.2457943925234	60.4158878504673
"Casey Lascala"	2003	60.2545539467539	60.3914058851004
"Casey Suchan"	2007	60.265639589169	60.4019607843137
"Casper Andreas"	2004	60.2543163789081	60.3789080727951
"Casper Andreas"	2008	60.2377622377622	60.362703962704
"Casper Andreas"	2009	60.2409133271202	60.381174277726
"Casper Andreas"	2010	60.2361434559851	60.3795994410806
"Casper Andreas"	2012	60.2313780260708	60.3808193668529
"Cassie Jaye"	2016	60.2456956724058	60.3662168450442
"Catalina Aguilar Mastretta"	2017	60.2506976744186	60.3813953488372
"Cate Shortland"	2004	60.2556950255695	60.3919107391911
"Cate Shortland"	2013	60.2630111524164	60.4075278810409
"Cate Shortland"	2017	60.2596377148165	60.4133766836972
"Catherine Breillat"	2001	60.261374187558	60.4192200557103
"Catherine Breillat"	2004	60.2547563805104	60.4227378190255
"Catherine Breillat"	2007	60.2541743970315	60.430426716141
"Catherine Breillat"	2011	60.2475660639778	60.4367176634214
"Catherine Breillat"	2014	60.2442075996293	60.4490268767377
"Catherine Corsini"	2010	60.2385363594257	60.4525243168133
"Catherine Corsini"	2013	60.2319444444444	60.4421296296296
"Catherine Gund"	2014	60.2369273484498	60.4558074965294
"Catherine Gund"	2017	60.2506938020352	60.4708603145236
"Catherine Hardwicke"	2003	60.2584373555247	60.4803513638465
"Catherine Hardwicke"	2005	60.268022181146	60.4778188539741
"Catherine Hardwicke"	2006	60.2748267898383	60.4674364896074
"Catherine Hardwicke"	2008	60.2802400738689	60.4621421975993
"Catherine Hardwicke"	2011	60.2704199353946	60.438855560683
"Catherine Hardwicke"	2013	60.2569188191882	60.4243542435424
"Catherine Hardwicke"	2015	60.2604887044721	60.4287690179806
"Catherine Tambini"	2004	60.2668202764977	60.4373271889401
"Cathryn Michon"	2017	60.2717641639797	60.4187010594196
"Cathryne Czubek"	2013	60.2638121546961	60.402394106814
"Cathy Malkasian"	2002	60.2590888173033	60.4114127933732
"Cathy Randall"	2008	60.2566697332107	60.4066237350506
"Caveh Zahedi"	2006	60.2551724137931	60.407816091954
"Cecil B. DeMille"	1923	60.2610294117647	60.4181985294118
"Cecil B. DeMille"	1949	60.2599908130455	60.4166283876895
"Cecil B. DeMille"	1952	60.2575757575758	60.4090909090909
"Cecil B. DeMille"	1956	60.2698485543827	60.4245066544286
"Cecilia Miniucchi"	2008	60.2628440366972	60.4238532110092
"Cedric Gibbons"	1934	60.2705181109583	60.4419990829895
"Cedric Nicolas-Troyan"	2016	60.2639780018332	60.4220898258478
"Celine Danhier"	2011	60.2698121850664	60.430600091617
"Cess Silvera"	2006	60.2838827838828	60.41163003663
"Ceyda Torun"	2017	60.2947368421053	60.4288329519451
"Chad Crawford Kinkle"	2013	60.2836230558097	60.4354986276304
"Chad Freidrichs"	2012	60.2935528120713	60.4490169181527
"Chad Gracia"	2015	60.2975319926874	60.4652650822669
"Chad Hartigan"	2013	60.3010507080859	60.4801279122887
"Chad N. Walker"	2015	60.3095890410959	60.4908675799087
"Chad Stahelski"	2014	60.3185759926974	60.5025102692834
"Chad Stahelski"	2017	60.3298357664234	60.5155109489051
"Chaitanya Tamhane"	2015	60.3388052895577	60.5335157318741
"Chalerm Wongpim"	2007	60.3272561531449	60.5364630811304
"Chan-wook Park"	2000	60.3412300683371	60.5430523917995
"Chan-wook Park"	2002	60.3524590163934	60.540072859745
"Chan-wook Park"	2005	60.387448840382	60.5652569349704
"Chan-wook Park"	2009	60.3940909090909	60.575
"Chan-wook Park"	2013	60.3939118582462	60.5792821444798
"Chang-dong Lee"	2000	60.4032697547684	60.5881017257039
"Chang-dong Lee"	2003	60.4135270086246	60.6009986382206
"Chang-dong Lee"	2010	60.4219600725953	60.6156987295826
"Chang-dong Lee"	2011	60.4331065759637	60.633560090703
"Chanoch Zeevi"	2012	60.4378966455122	60.6427923844062
"Chantal Akerman"	1975	60.4481196193928	60.6606252831899
"Chao-Bin Su"	2006	60.4465579710145	60.651268115942
"Chao-Bin Su"	2010	60.4522408329561	60.6555002263468
"Charles-Olivier Michaud"	2014	60.4452488687783	60.6411764705882
"Charles A. Nichols"	1973	60.4482134780642	60.6481230212573
"Charles B. Pierce"	1976	60.4394213381555	60.6433092224231
"Charles Band"	1982	60.4179846362404	60.6208766380479
"Charles Band"	1985	60.4141824751581	60.6309846431798
"Charles Band"	2005	60.3995485327314	60.6306997742664
"Charles Barton"	1948	60.4101985559567	60.6430505415162
"Charles Barton"	1949	60.3987370320253	60.6427604871448
"Charles Barton"	1959	60.392696122633	60.6456266907124
"Charles Binamé"	2007	60.4051374493015	60.6435331230284
"Charles Brabin"	1932	60.4018018018018	60.6558558558559
"Charles Burnett"	1990	60.4119765871229	60.6663665015759
"Charles Burnett"	1994	60.4027902790279	60.6678667866787
"Charles Chaplin"	1921	60.4183535762483	60.6855600539811
"Charles Chaplin"	1923	60.4253597122302	60.6996402877698
"Charles Chaplin"	1925	60.44	60.7173033707865
"Charles Chaplin"	1928	60.4550763701707	60.7349505840072
"Charles Chaplin"	1931	60.4710372698698	60.7516838796587
"Charles Chaplin"	1936	60.4865350089767	60.7692998204668
"Charles Chaplin"	1940	60.5020188425303	60.7833109017497
"Charles Chaplin"	1947	60.5143497757848	60.7995515695067
"Charles Chaplin"	1952	60.5280143433438	60.8157776781712
"Charles Crichton"	1945	60.5398745519713	60.8319892473118
"Charles Crichton"	1951	60.551724137931	60.8495297805643
"Charles de Lauzirika"	2013	60.5362578334825	60.8352730528201
"Charles E. Sellier Jr"	1984	60.5266219239374	60.8201342281879
"Charles Evans"	2011	60.5277280858676	60.8269230769231
"Charles Ferguson"	2007	60.5426911041574	60.8426464014305
"Charles Ferguson"	2010	60.5563002680965	60.8592493297587
"Charles Grosvenor"	1993	60.5596248325145	60.8401071907101
"Charles Guard"	2009	60.5544642857143	60.8267857142857
"Charles Herman-Wurmfeld"	2002	60.5564480142793	60.8371262829094
"Charles Herman-Wurmfeld"	2003	60.5486173059768	60.8264942016057
"Charles Herman-Wurmfeld"	2007	60.561301827909	60.8350423539902
