"Director"	"Year"	"AvgAS"	"AvgCS"
"Jason Banker"	2015	60.6526114039291	61.1074908161636
"Jason Bateman"	2014	60.6526668795912	61.1081124241456
"Jason Bateman"	2016	60.6504869870669	61.1112885198787
"Jason Bloom"	1996	60.6487867177522	61.1023307790549
"Jason Bloom"	1998	60.6474062250599	61.0994413407821
"Jason Bognacki"	2016	60.6439514842004	61.0965528247686
"Jason Boritz"	2011	60.6444869953726	61.097016116164
"Jason Bourque"	2007	60.6485322271857	61.1009891512444
"Jason Bourque"	2017	60.6430052639974	61.0955495294305
"Jason Buxton"	2013	60.6454545454545	61.0948963317384
"Jason Cohn"	2011	60.648859830968	61.0991867325785
"Jason Connery"	2017	60.6503507653061	61.1001275510204
"Jason DaSilva"	2013	60.6520006376534	61.1044157500399
"Jason Eisener"	2013	60.6444621513944	61.1016733067729
"Jason Freeland"	2008	60.6387826641173	61.0943275971957
"Jason Friedberg"	2006	60.6345387924168	61.0857097339493
"Jason Friedberg"	2007	60.6294998407136	61.0762981841351
"Jason Friedberg"	2008	60.6171974522293	61.0573248407643
"Jason Friedberg"	2010	60.6121636682057	61.048240725999
"Jason Friedberg"	2013	60.6058580070041	61.0385227634511
"Jason Friedberg"	2014	60.6021009072099	61.028807894318
"Jason Hall"	2017	60.6043921069383	61.0313494589433
"Jason James (II)"	2018	60.6036595067621	61.031185361973
"Jason Kohn"	2007	60.6075405663379	61.0342029907731
"Jason Kwan"	2017	60.6096707491649	61.0340384921266
"Jason Lapeyre"	2013	60.6084605597964	61.0357824427481
"Jason Lei Howden"	2015	60.609317856575	61.0399109556368
"Jason Marsden"	2014	60.608426073132	61.0322734499205
"Jason Matzner"	2006	60.6091241456048	61.033222063265
"Jason Maurer"	2008	60.6034647171011	61.0254291163382
"Jason Momoa"	2014	60.6025742888924	61.0243127284284
"Jason Moore"	2015	60.6012074992056	61.0241499841119
"Jason Osder"	2013	60.6060365369341	61.0300238284353
"Jason Priestley"	2015	60.6059402795426	61.0252541296061
"Jason Reitman"	2007	60.6102906145784	61.0304907098618
"Jason Reitman"	2009	60.6132105430295	61.0352492854875
"Jason Reitman"	2011	60.6113668836323	61.0384187966344
"Jason Reitman"	2014	60.6087301587302	61.0338095238095
"Jason Ruscio"	2006	60.6076813204253	61.0315822885256
"Jason Silverman"	2015	60.6039352586481	61.0369723897175
"Jason Spingarn-Koff"	2011	60.6032048231001	61.0414088529272
"Jason Stone"	2014	60.598826142132	61.0398159898477
"Jason Strouse"	2015	60.5987311657415	61.0459952418715
"Jason Sussberg"	2014	60.6000634316524	61.0474151601649
"Jason Tippet"	2012	60.5999682892025	61.0505787220549
"Jason Todd Ipson"	2007	60.5955928979074	61.042327203551
"Jason Trost"	2012	60.5943889681407	61.0402599461087
"Jason Winer"	2011	60.5917591125198	61.0345483359746
"Jason Wulfsohn"	2003	60.5850102994771	61.0248771985422
"Jason Zada"	2016	60.578897338403	61.016793409379
"Jasper Sharp"	2015	60.5794392523364	61.0221764612704
"Jaume Balagueró"	2004	60.5745961355717	61.0131453911942
"Jaume Balagueró"	2005	60.5716547901821	61.0066508313539
"Jaume Balagueró"	2007	60.574889170361	61.0109246358455
"Jaume Balagueró"	2010	60.5747981636853	61.0121893303783
"Jaume Balagueró"	2012	60.5775561886673	61.0172522950301
"Jaume Balagueró"	2015	60.5733502136414	61.0193068523501
"Jaume Collet-Serra"	2005	60.5704113924051	61.0136075949367
"Jaume Collet-Serra"	2007	60.5706375573485	61.0101249802246
"Jaume Collet-Serra"	2009	60.5710218285353	61.0093324897184
"Jaume Collet-Serra"	2011	60.5701407559703	61.0085402498814
"Jaume Collet-Serra"	2014	60.5705249841872	61.0082226438963
"Jaume Collet-Serra"	2015	60.5698023715415	61.0080632411067
"Jaume Collet-Serra"	2016	60.5695542206766	61.01074928865
"Javier Aguirresarobe"	2009	60.5707286233602	61.0128022759602
"Javier Fuentes-León"	2010	60.5752212389381	61.0170670037927
"Jay Alaimo"	2014	60.5713382840891	61.0086901564228
"Jay Baruchel"	2017	60.5685624012638	61.0056872037915
"Jay Bulger"	2012	60.5727373242774	61.011530563892
"Jay Chandrasekhar"	2002	60.5773847125711	61.0074226152874
"Jay Chandrasekhar"	2004	60.5746091899574	61.0023685457129
"Jay Chandrasekhar"	2005	60.5723081780865	60.994947900221
"Jay Chandrasekhar"	2006	60.5745856353591	60.9917916337806
"Jay Chandrasekhar"	2012	60.5684974747475	60.983428030303
"Jay Craven"	2007	60.5658829098943	60.9820104150229
"Jay Craven"	2015	60.5632691700852	60.9786999053329
"Jay DiPietro"	2009	60.5623915444076	60.9790187726771
"Jay Dubin"	1991	60.5597791798107	60.9708201892744
"Jay Duplass"	2005	60.5600063081533	60.9733480523577
"Jay Duplass"	2008	60.5580258593504	60.9761904761905
"Jay Duplass"	2010	60.5568343055337	60.9793473119975
"Jay Duplass"	2012	60.5561859732072	60.9840819542947
"Jay Gammill"	2013	60.5521588402143	60.9834541443429
"Jay Jonroy"	2007	60.5492358594612	60.9821963132188
"Jay Karas"	2015	60.5482041587902	60.9831442974165
"Jay Lee"	2008	60.5433926602615	60.9796818396598
"Jay Lender"	2016	60.539842519685	60.9770078740157
"Jay Levey"	1989	60.5424342623209	60.9773264052905
"Jay Oliva"	2012	60.5475440806045	60.9834697732997
"Jay Roach"	1997	60.5501337950575	60.9848890288053
"Jay Roach"	1999	60.5526357199056	60.9797010228167
"Jay Roach"	2000	60.5555380742605	60.9833228445563
"Jay Roach"	2002	60.5529337737927	60.9822243196476
"Jay Roach"	2004	60.5525322428437	60.9787669078327
"Jay Roach"	2008	60.5557477590816	60.9811291083504
"Jay Roach"	2010	60.5528301886792	60.978144654088
"Jay Roach"	2012	60.5513284074831	60.9787769218676
"Jay Roach"	2015	60.5542282301163	60.980666457089
"Jay Roach"	2016	60.5577557755776	60.984912776992
"Jay Russell"	2000	60.558768070396	60.9868007542426
"Jay Russell"	2002	60.5602513747054	60.9868028279654
"Jay Russell"	2007	60.5604775369149	60.9888469996858
"Jay Sandrich"	1980	60.5608606879221	60.9904193497723
"Jayne Loader"	1982	60.5646984924623	60.9956030150754
"Jayson Thiessen"	2017	60.5672790076935	60.9934055581724
"Je-gyu Kang"	2002	60.5686028257457	60.993092621664
"Je-gyu Kang"	2004	60.5736932977555	60.995919008005
"Je-gyu Kang"	2011	60.5764281230383	60.9896421845574
"Je-kyu Kang"	2011	60.5791620900675	60.9833673309274
"Jean-Baptiste Léonetti"	2015	60.5727957326639	60.9796046438657
"Jean-Christophe Lie"	2015	60.5733333333333	60.9822745098039
"Jean-Christopher Comar"	2004	60.5666562107905	60.974121706399
"Jean-Claude Brisseau"	2003	60.563117453348	60.9724008154305
"Jean-Claude Schlim"	2011	60.5611476952023	60.9717779868297
"Jean-Claude Van Damme"	1996	60.5572973820348	60.964414485029
"Jean-François Richet"	2005	60.555329153605	60.964263322884
"Jean-François Richet"	2010	60.562362895644	60.9708555311814
"Jean-François Richet"	2016	60.5627447908507	60.9750900830331
"Jean-Jacques Annaud"	1981	60.5650062656642	60.9785401002506
"Jean-Jacques Annaud"	1986	60.5688332028191	60.9805794831637
"Jean-Jacques Annaud"	1989	60.5720325712496	60.9854368932039
"Jean-Jacques Annaud"	1992	60.5749178017849	60.9804289963989
"Jean-Jacques Annaud"	1997	60.5770194113964	60.9801189730745
"Jean-Jacques Annaud"	2001	60.5803725152606	60.9790264517139
"Jean-Jacques Annaud"	2004	60.5826291079812	60.9816901408451
"Jean-Jacques Annaud"	2013	60.5811297136598	60.974025974026
"Jean-Jacques Annaud"	2015	60.5793178973717	60.9751251564456
"Jean-Jacques Beineix"	1981	60.5832942280619	60.9809166275614
"Jean-Jacques Beineix"	1986	60.5878949014701	60.9834219580857
"Jean-Loup Felicioli"	2012	60.5896794370602	60.9867083659109
"Jean-Luc Godard"	1961	60.594277673546	60.9923389618512
"Jean-Luc Godard"	1964	60.6057196436943	61.0046882325363
"Jean-Luc Godard"	1965	60.60890625	61.00921875
"Jean-Luc Godard"	1968	60.6104342393002	61.0135895032802
"Jean-Luc Godard"	1969	60.6145556770264	61.0173356239263
"Jean-Luc Godard"	1983	60.6144597126796	61.0215490318551
"Jean-Luc Godard"	1985	60.6146760343482	61.0229508196721
"Jean-Luc Godard"	1988	60.6125507336872	61.0212300967843
"Jean-Luc Godard"	1997	60.6118308100515	61.0204463867645
"Jean-Luc Godard"	2014	60.6097066167291	61.0246566791511
"Jean-Marc Barr"	2012	60.604462474645	61.0151349664534
"Jean-Marc Perennou"	1996	60.6092043681747	61.0207488299532
"Jean-Marc Vallée"	2012	60.6114490719077	61.0209015754172
"Jean-Marc Vallée"	2013	60.6161883967561	61.0258889582034
"Jean-Marc Vallée"	2014	60.6184313113987	61.0304069858101
"Jean-Marc Vallée"	2016	60.6172435297786	61.0289990645463
"Jean-Marie Gaubert"	2001	60.6160561184723	61.0246297739673
"Jean-Marie Poiré"	2001	60.6148690773067	61.0202618453865
"Jean-Paul Jaud"	2008	60.615084930653	61.0196353436185
"Jean-Paul Salomé"	2008	60.6167030227485	61.0211904019944
"Jean-Philippe Duval"	2006	60.6102196603832	61.0129303629849
"Jean-Pierre Améris"	2011	60.6121495327103	61.0166666666667
"Jean-Pierre Dardenne"	1996	60.616882105591	61.0219591963869
"Jean-Pierre Dardenne"	2006	60.6186546247275	61.0258486452818
"Jean-Pierre Dardenne"	2008	60.6199595204733	61.0295811925891
"Jean-Pierre Dardenne"	2012	60.6223536737235	61.0350249066002
"Jean-Pierre Dardenne"	2014	60.6247470817121	61.0406225680934
"Jean-Pierre Dardenne"	2017	60.6221599751011	61.0420168067227
"Jean-Pierre Jeunet"	1992	60.6268865722732	61.0463668896841
"Jean-Pierre Jeunet"	1995	60.6314561294337	61.0493154947106
"Jean-Pierre Jeunet"	2001	60.6368019909784	61.0536630891274
"Jean-Pierre Jeunet"	2004	60.6405909797823	61.056298600311
"Jean-Pierre Jeunet"	2010	60.6426683252993	61.0583113046183
"Jean-Pierre Limosin"	2008	60.6380597014925	61.0534825870647
"Jean-Pierre Marois"	2000	60.6300326441785	61.0484999222758
"Jean-Pierre Melville"	1949	60.6345974510413	61.054553932235
"Jean-Pierre Melville"	1966	60.639627039627	61.0606060606061
"Jean-Pierre Melville"	1969	60.6448104412679	61.0661901802362
"Jean-Pierre Melville"	1970	60.6496815286624	61.0714618611154
"Jean-Pierre Melville"	2013	60.6511338925132	61.074091332712
"Jean Bach"	1995	60.6525858052493	61.07842832738
"Jean Beaudin"	1993	60.6515527950311	61.0782608695652
"Jean Becker"	2011	60.6544014904518	61.081974848626
"Jean Cocteau"	1946	60.6589568457001	61.0872399875815
"Jean de Segonzac"	2001	60.651249417973	61.0790004656216
"Jean Duval"	2006	60.6447858472998	61.0707635009311
"Jean Lamoureux"	2010	60.6471683475562	61.06640806827
"Jean Negulesco"	1946	60.6484641638225	61.066242631089
"Jean Negulesco"	1948	60.65270668528	61.0704203505506
"Jean Negulesco"	1953	60.656070708637	61.0781516514188
"Jean Negulesco"	1954	60.6533333333333	61.0784496124031
"Jean Negulesco"	1959	60.6532320570454	61.0782824368315
"Jean Renoir"	1936	60.6574705517669	61.0843149411035
"Jean Renoir"	1938	60.6623275995661	61.0898806756547
"Jean Renoir"	1943	60.6653238301828	61.0914161760149
"Jean Renoir"	1945	60.6678543764524	61.0960495739737
"Jean Renoir"	1950	60.6723977695167	61.1017657992565
"Jean Renoir"	1959	60.6752361777915	61.1057766764751
"Jean Vigo"	1934	60.6796221740477	61.1117993186745
"Jean Yarbrough"	1935	60.677349434897	61.1142591732466
"Jean Yarbrough"	1940	60.6727554179567	61.1133126934985
"Jean Yarbrough"	1946	60.6664603002631	61.1064850642315
"Jean Yarbrough"	1952	60.6627978953884	61.1036830702569
"Jeanne-Marie Almonor"	2004	60.6626953427201	61.1045953891382
"Jeanne Jordan"	2006	60.666150990099	61.1099938118812
"Jeanne Labrune"	2011	60.661871616396	61.1068832173241
"Jeannine Roussel"	2000	60.6600680482524	61.104392205382
"Jeannot Szwarc"	1975	60.6545538889748	61.0994278645431
"Jeannot Szwarc"	1978	60.6510513296228	61.0987940630798
"Jeannot Szwarc"	1980	60.6552790230329	61.0984696243623
"Jeannot Szwarc"	1984	60.6499227202473	61.09057187017
"Jeannot Szwarc"	1985	60.6505949621388	61.0837583062896
"Jeb Stuart"	1997	60.6483312731768	61.0792645241038
"Jeb Stuart"	2010	60.6483856017303	61.0778618878418
"Jed Rothstein"	2018	60.6518381217176	61.0800123571208
"Jed Weintrob"	2003	60.6471042471042	61.0764478764479
"Jed Weintrob"	2007	60.6394379246448	61.0670166769611
"Jee-woon Kim"	2003	60.6428902269569	61.0707117492666
"Jee-woon Kim"	2005	60.6454152516209	61.0742513121334
"Jee-woon Kim"	2010	60.6488655656737	61.0776354375675
"Jee-woon Kim"	2011	60.6527777777778	61.0805555555556
"Jee-woon Kim"	2013	60.6515969757753	61.0803888288844
"Jeff Abugov"	1999	60.6535020055538	61.076056772601
"Jeff Baena"	2014	60.6487737158723	61.0731142989357
"Jeff Baena"	2016	60.6477483035163	61.0758790869833
"Jeff Baena"	2017	60.6459521973786	61.0784888203547
"Jeff Balsmeyer"	2003	60.6483194572926	61.0775516497071
"Jeff Barnaby"	2014	60.6505318328966	61.0804686295668
"Jeff Bleckner"	1987	60.6495067817509	61.0755240443896
"Jeff Blyth"	1989	60.6492525812914	61.073817229157
"Jeff Broadway"	2014	60.6525423728814	61.0779661016949
"Jeff Burr"	1990	60.6481281774765	61.0714835926668
"Jeff Burr"	1994	60.6415588416513	61.0642329020333
"Jeff Burr"	2005	60.6379177575851	61.0640689973818
"Jeff Byrd"	2005	60.6333538651063	61.0549738219895
"Jeff Celentano"	1998	60.6321785989222	61.0486528098537
"Jeff Celentano"	2009	60.6259236453202	61.0392549261084
"Jeff Daniels"	2000	60.6287517315684	61.0375557949823
"Jeff Dupre"	2012	60.6331178824254	61.042782394583
"Jeff Feuerzeig"	2006	60.6377904292968	61.0470841667949
"Jeff Garlin"	2006	60.6424615384615	61.0530769230769
"Jeff Garlin"	2013	60.6377480387633	61.0493770189202
"Jeff Hare"	2005	60.6374961550292	61.046601045832
"Jeff Howlett"	2013	60.6412425034599	61.0516684607104
"Jeff Kanew"	1989	60.6412976629766	61.0435116851169
"Jeff Kanew"	1991	60.6355111452729	61.0367409684858
"Jeff Kramer"	2005	60.6361819858592	61.0296649246849
"Jeff Lieberman"	1976	60.6336253265714	61.0325802981405
"Jeff Lipsky"	2006	60.6303011677935	61.0310387215734
"Jeff Lipsky"	2011	60.6235980949455	61.0242740820403
"Jeff Lowell"	2008	60.6207373271889	61.0172043010753
"Jeff Malmberg"	2010	60.6247888189218	61.0228843495623
"Jeff McGrath"	2002	60.6231572481572	61.0257985257985
"Jeff Myers"	2011	60.6256717334562	61.0287118071549
"Jeff Nathanson"	2004	60.6212772490021	61.0287073994473
"Jeff Newitt"	2012	60.6211818879509	61.0325402916347
"Jeff Nichols"	2007	60.6241559238797	61.036832412523
"Jeff Nichols"	2011	60.6272824919441	61.0415835507135
"Jeff Nichols"	2013	60.6302546793495	61.0471003375268
"Jeff Nichols"	2016	60.6335889570552	61.0549079754601
"Jeff Orlowski"	2012	60.6373255635639	61.0602668302408
"Jeff Orlowski"	2017	60.6413676786262	61.066237350506
"Jeff Pollack"	1997	60.6411160508968	61.0607082630691
"Jeff Pollack"	1999	60.6359595340282	61.0533415082771
"Jeff Pope"	2000	60.6361685823755	61.0465900383142
"Jeff Probst"	2001	60.6360711002145	61.0464296659516
"Jeff Prosserman"	2011	60.6332158725295	61.0441244063122
"Jeff Renfroe"	2006	60.6289828431373	61.0433517156863
"Jeff Renfroe"	2013	60.6230663194976	61.0364527492725
"Jeff Santo"	2004	60.6267993874426	61.0384379785605
"Jeff Schaffer"	2003	60.6290001531159	61.0361353544633
"Jeff Simpson (II)"	2012	60.6267605633803	61.0336803429271
"Jeff Springer"	2004	60.6304913515996	61.0390326037043
"Jeff Stanzler"	2005	60.6284052647689	61.0353535353535
"Jeff Stein"	1979	60.6325937260903	61.0413159908187
"Jeff Stilson"	2009	60.6338739290086	61.046511627907
"Jeff Tremaine"	2002	60.6360715924736	61.0445158329509
"Jeff Tremaine"	2006	60.6390333435301	61.0448149281126
"Jeff Tremaine"	2010	60.640311974308	61.0454197889586
"Jeff Tremaine"	2013	60.6402140672783	61.0452599388379
"Jeff Unay"	2018	60.643173826632	61.0499923559089
"Jeff Wadlow"	2005	60.6415469275451	61.0440232344849
"Jeff Wadlow"	2008	60.6374751642977	61.0380559376433
"Jeff Wadlow"	2013	60.6369193154034	61.0336185819071
"Jeff Wadlow"	2016	60.6342245989305	61.0242933537051
"Jeff Werner"	2008	60.6358081271005	61.0230675221509
"Jeff Zimbalist"	2005	60.6398350389491	61.0229112570643
"Jeff Zimbalist"	2016	60.6409590714722	61.0174098961515
"Jefferson Moneo"	2015	60.6342953122614	61.0167964574744
"Jeffrey Blitz"	2007	60.6360305343511	61.0203053435115
"Jeffrey Blitz"	2010	60.6325751793619	61.0201495954816
"Jeffrey Blitz"	2017	60.6294261294261	61.0148046398046
"Jeffrey Bloom"	1987	60.6278040592095	61.0074774912254
"Jeffrey C. Sherman"	2009	60.6316753127861	61.0117485505035
"Jeffrey Friedman"	1996	60.636003051106	61.0170861937452
"Jeffrey Friedman"	2010	60.635600976205	61.0173886516168
"Jeffrey Katzenberg"	2000	60.6361140765594	61.0154033856947
"Jeffrey Kimball"	2013	60.6386093321134	61.0213479719427
"Jeffrey Kramer"	2005	60.6392742796158	61.0143314529654
"Jeffrey Levy-Hinte"	2009	60.6420731707317	61.0178353658537
"Jeffrey M. Togman"	2005	60.6389269928365	61.0143270842859
"Jeffrey Nachmanoff"	2008	60.6394391953673	61.0147820786346
"Jeffrey Porter"	2002	60.6356849001981	61.0054852963584
"Jeffrey Radice"	2014	60.6386349786715	61.010816575259
"Jeffrey Schwarz"	2007	60.6429550647372	61.016755521706
"Jeffrey Schwarz"	2013	60.6463600365519	61.0220834602498
"Jeffrey Togman"	2005	60.643216080402	61.0185777371707
"Jeffrey Walker"	2018	60.6460109622412	61.0245127892814
"Jehane Noujaim"	2001	60.6478916121175	61.0292281930279
"Jehane Noujaim"	2013	60.6523592085236	61.0351598173516
"Jem Cohen"	2013	60.6522599299954	61.0401765332522
"Jemaine Clement"	2015	60.6561168594035	61.0454960438223
"Jen McGowan"	2014	60.6551042142096	61.0474669100867
"Jen Senko"	2016	60.6581989656221	61.0470033465166
"Jen Soska"	2009	60.65536121673	61.0498859315589
"Jen Soska"	2013	60.6540450121654	61.0494221411192
"Jen Soska"	2014	60.650600577771	61.0518473468147
"Jenée LaMarque"	2014	60.6482213438735	61.0497111584068
"Jenni Olson"	2005	60.6450828393373	61.0542635658915
"Jennie Livingston"	1991	60.6493920972644	61.0601823708207
"Jennifer Abbott"	2004	60.6538519981766	61.0645798510865
"Jennifer Arnold"	2010	60.6564873898511	61.0686721361288
"Jennifer Baichwal"	2007	60.6594257937111	61.0721555521799
"Jennifer Baichwal"	2009	60.6532503037667	61.0733596597813
"Jennifer Baichwal"	2012	60.6522399392559	61.0751708428246
"Jennifer Baichwal"	2014	60.6518372304889	61.0777406620103
"Jennifer Chambers Lynch"	2009	60.6491574313041	61.0768179747988
"Jennifer Flackett"	2008	60.646933819065	61.0752884031573
"Jennifer Fox"	2011	60.6485050842313	61.0767946577629
"Jennifer Gerber"	2018	60.649468892261	61.0801213960546
"Jennifer Grausman"	2009	60.6527082385071	61.0848126232742
"Jennifer Grausman"	2014	60.6547330097087	61.0893507281553
"Jennifer Jason Leigh"	2001	60.6541786743516	61.0893371757925
"Jennifer Kent"	2014	60.6558993023961	61.0949347892023
"Jennifer Lee"	2013	60.6595905989386	61.0993176648976
"Jennifer M. Kroot"	2010	60.6616130988478	61.1035476046089
"Jennifer M. Kroot"	2014	60.6637865696529	61.108079430044
"Jennifer Peedom"	2015	60.6667171870264	61.113519248257
"Jennifer Sharp"	2007	60.6670707682982	61.1133505076527
"Jennifer Steinman"	2009	60.6665151515151	61.1177272727273
"Jennifer Venditti"	2007	60.6703529768217	61.1211937585214
"Jennifer Westfeldt"	2012	60.6685852771887	61.1219327476522
"Jennifer Yuh Nelson"	2016	60.6712100560351	61.1257004391943
"Jennilyn Merten"	2011	60.6735311932162	61.1290127195639
"Jenniphr Goodman"	2000	60.6747918243755	61.1318697956094
"Jenny Deller"	2013	60.6737814108386	61.1365425370875
"Jenny Lee Wright"	2013	60.6770092326321	61.1407598002119
"Jenny Phillips"	2008	60.6794794188862	61.1440677966102
"Jeong-beom Lee"	2010	60.6839158722954	61.1499470419125
"Jeong-beom Lee"	2014	60.6830559757943	61.1450832072617
"Jeong-hyang Lee"	2002	60.6877930721525	61.1471789441839
"Jeong Byeong-gil"	2017	60.6884452510587	61.150483968542
"Jeremiah Chechik"	1989	60.6922727960079	61.1509148646605
"Jeremiah Chechik"	1993	60.695947989114	61.1531599637133
"Jeremiah Chechik"	1995	60.6946334089191	61.1514739229025
"Jeremiah Chechik"	1996	60.6905985489722	61.1440447400242
"Jeremiah S. Chechik"	1989	60.6944234547378	61.1444763487985
"Jeremiah S. Chechik"	1993	60.6980961015413	61.1467210637655
"Jeremiah S. Chechik"	1995	60.6967819912373	61.1450370146548
"Jeremiah S. Chechik"	1996	60.692749244713	61.1376132930514
"Jeremiah S. Chechik"	1998	60.6858480592056	61.1291345718169
"Jeremiah S. Chechik"	2014	60.6822712171549	61.1217154938085
"Jeremie Degruson"	2014	60.6811112788766	61.1232070058886
"Jeremy Alter"	2008	60.6755736714976	61.1197161835749
"Jeremy Brock"	2006	60.6771320754717	61.1177358490566
"Jeremy Coon"	2016	60.6795955327498	61.1220947781467
"Jeremy Dean"	2006	60.6779840048287	61.1258488003622
"Jeremy Degruson"	2014	60.6768255884128	61.1273385636693
"Jeremy Earp"	2007	60.679438829386	61.1313923668728
"Jeremy Frindel"	2013	60.6782805429864	61.1322775263952
"Jeremy Garelick"	2015	60.6786306741065	61.1272809530991
"Jeremy Gillespie"	2012	60.6789806996381	61.1293727382388
"Jeremy Gillespie"	2017	60.6766169154229	61.1314638926579
"Jeremy Gosch"	2008	60.6784745251733	61.1341573711185
"Jeremy Haft"	2006	60.6750565184627	61.1297663903542
"Jeremy Kagan"	1981	60.6778179626281	61.1326100060277
"Jeremy Kagan"	1983	60.672894379991	61.1233991261112
"Jeremy Kagan"	1985	60.6753540222959	61.1292557999397
"Jeremy Kaplan"	2014	60.6784154240096	61.1313450820907
"Jeremy Kasten"	2012	60.6745481927711	61.1286144578313
"Jeremy Leven"	1994	60.6756512573408	61.1307032073483
"Jeremy Leven"	2014	60.6744956338452	61.1227040048178
"Jeremy Lovering"	2014	60.6716844799037	61.1259972903809
"Jeremy Newberger"	2013	60.675045153522	61.1304936785069
"Jeremy Newberger"	2016	60.6768999247555	61.1363431151242
"Jeremy Passmore"	2006	60.6772494733674	61.1357207342763
"Jeremy Podeswa"	2008	60.677899804423	61.1367534225967
"Jeremy Power Regimbal"	2012	60.6710288808664	61.1343261131167
"Jeremy Rawle"	2012	60.6712287562039	61.1260339900737
"Jeremy Rush"	2017	60.672030075188	61.1302255639098
"Jeremy Saulnier"	2014	60.6747857465043	61.135468350624
"Jeremy Saulnier"	2016	60.6769392663861	61.1398075766687
"Jeremy Seifert"	2013	60.676687208778	61.1396362543214
"Jeremy Simmons"	2010	60.6804929365795	61.1436729786595
"Jeremy Sims"	2010	60.6827948910594	61.1472577009767
"Jeremy Snead"	2014	60.6789362980769	61.1407752403846
"Jeremy Thomas"	1999	60.6812377948025	61.1413549646988
"Jeremy Workman"	2014	60.6829378191649	61.1416341243617
"Jericca Cleland"	2016	60.6801321519748	61.1350052560445
"Jerome Robbins"	1961	60.6836336336336	61.1399399399399
"Jerome Sable"	2014	60.6751726208346	61.1383968778145
"Jerry Aronson"	1994	60.6767221972085	61.141077592676
"Jerry Jameson"	1977	60.672569027611	61.1394057623049
"Jerry Jameson"	1980	60.6676669167292	61.1377344336084
"Jerry Jameson"	2015	60.6651665166517	61.1324632463246
"Jerry Lewis"	1960	60.666416679166	61.1337933103345
"Jerry Lewis"	1961	60.6693657219973	61.1370520317889
"Jerry Lewis"	1963	60.6703148425787	61.1410794602699
"Jerry Lewis"	1964	60.6708139709189	61.1439064608005
"Jerry Lewis"	1965	60.6723621103118	61.1467326139089
"Jerry London"	1988	60.665667615765	61.139817173685
"Jerry Paris"	1985	60.6628708420737	61.1350014983518
"Jerry Paris"	1986	60.6596254681648	61.1318352059925
"Jerry Rees"	1991	60.6572798082684	61.1241761533853
"Jerry Rothwell"	2006	60.6612251010933	61.1293994308821
"Jerry Schatzberg"	1971	60.6633722671459	61.1326744534292
"Jerry Schatzberg"	1973	60.6661176822878	61.1357987722713
"Jerry Schatzberg"	1984	60.6619760479042	61.1351796407186
"Jerry Schatzberg"	1987	60.6593324352642	61.1363568328095
"Jerry Zaks"	1996	60.65953307393	61.1391798862616
"Jerry Zucker"	1980	60.663773754302	61.1445458626365
"Jerry Zucker"	1984	60.6666666666667	61.1467684021544
"Jerry Zucker"	1986	60.6682124158564	61.1516828721017
"Jerry Zucker"	1990	60.6711037989829	61.1536045468142
"Jerry Zucker"	1995	60.6702557200538	61.1511888739345
"Jerry Zucker"	2001	60.6707535885167	61.1484748803828
"Jerusha Hess"	2013	60.6696068171625	61.1438182089999
"Jesús Franco"	1970	60.6677130044843	61.1431988041854
"Jesper Ganslandt"	2018	60.6607383051861	61.1389926767299
"Jess Manafort"	2008	60.6589958158996	61.1298565451285
"Jesse Baget"	2012	60.6562593367195	61.1275769345683
"Jesse Dylan"	2001	60.658999253174	61.1223300970874
"Jesse Dylan"	2003	60.659348864994	61.121266427718
"Jesse Dylan"	2005	60.6567119605794	61.1184112289085
"Jesse Holland (II)"	2011	60.6521349656614	61.1167512690355
"Jesse Lawrence Ferguson"	2012	60.6475593372145	61.1076280041797
"Jesse Moss"	2008	60.6510447761194	61.11
"Jesse Moss"	2014	60.65452917475	61.1155051484853
"Jesse Peretz"	2002	60.6499552372426	61.1138466129514
"Jesse Peretz"	2007	60.645681038341	61.1075637774131
"Jesse Peretz"	2011	60.6442422434368	61.1085918854415
"Jesse Rosen"	2008	60.6398210290828	61.1051454138702
"Jesse T. Cook"	2014	60.632418729496	61.0979719654041
"Jesse V. Johnson"	2017	60.6297897718801	61.0982555538989
"Jesse Vaughan"	2002	60.6264162194395	61.0906380441264
"Jesse Vile"	2012	60.6306454016992	61.0939037114324
"Jesse Zwick"	2014	60.6280178837556	61.0913561847988
"Jessica Bendinger"	2006	60.6298614215467	61.0867232901207
"Jessica Edwards"	2016	60.6303635280095	61.092073897497
"Jessica Goldberg"	2014	60.6289289438403	61.0878891702666
"Jessica Hausner"	2015	60.6270479594876	61.0920464700626
"Jessica Oreck"	2009	60.6263588979896	61.0965003723008
"Jessica Sanders"	2005	60.6295413936867	61.1009529481834
"Jessica Wolfson"	2012	60.630043174036	61.1067440821795
"Jessica Yu"	2007	60.6320881083495	61.1102842684923
"Jessica Yu"	2012	60.6360119047619	61.1135416666667
"Jessica Yu"	2016	60.6326439517929	61.1104002380598
"Jessie Deeter"	2013	60.6312109491223	61.1093424576019
"Jessie Nelson"	1994	60.6324557489216	61.1054588725271
"Jessie Nelson"	2001	60.6362284354551	61.1015764425937
"Jessie Nelson"	2015	60.6325650557621	61.0953159851301
"Jessy Terrero"	2004	60.6311329170384	61.0889087124591
"Jeta Amata"	2015	60.6276200386502	61.0835439274565
"Jez Butterworth"	2002	60.6245541022592	61.0830856123662
"Jiang Wen"	2002	60.6296626541834	61.0873829692376
"Jiang Wen"	2009	60.6260029717682	61.0838038632987
